,12_1,12_2,13_1,13_3,14_1,14_4,15_1,15_5,23_2,23_3,24_2,24_4,25_2,25_5,34_3,34_4,35_3,35_5,45_4,45_5
202,1263,369.0,1263,1495.0,919.0,,,,6,898.0,2025.0,,,,1344.0,,,,,
203,1264,142.0,1264,1755.0,778.0,,,,7,1868.0,1993.0,,,,1914.0,,,,,
204,1265,1479.0,1265,1272.0,320.0,,,,9,1656.0,2061.0,,,,881.0,,,,,
205,1275,418.0,1275,1610.0,449.0,,,,11,589.0,1503.0,,,,1077.0,,,,,
206,1277,733.0,1277,1798.0,1932.0,,,,12,338.0,1762.0,,,,1928.0,,,,,
207,1289,42.0,1289,1045.0,855.0,,,,17,1634.0,708.0,,,,1325.0,,,,,
208,1292,1466.0,1292,757.0,410.0,,,,20,2027.0,1233.0,,,,1038.0,,,,,
209,1310,1606.0,1310,1356.0,1575.0,,,,21,1794.0,922.0,,,,1323.0,,,,,
210,1312,1810.0,1312,435.0,403.0,,,,26,169.0,1156.0,,,,1500.0,,,,,
211,1326,182.0,1326,952.0,970.0,,,,30,1254.0,839.0,,,,63.0,,,,,
212,1327,393.0,1327,1419.0,1587.0,,,,32,588.0,1364.0,,,,1595.0,,,,,
213,1332,44.0,1332,2021.0,1011.0,,,,33,1187.0,2084.0,,,,975.0,,,,,
214,1346,87.0,1346,632.0,198.0,,,,34,57.0,967.0,,,,1643.0,,,,,
215,1347,707.0,1347,2011.0,1689.0,,,,35,960.0,1359.0,,,,553.0,,,,,
216,1349,306.0,1349,33.0,1163.0,,,,36,1507.0,68.0,,,,1551.0,,,,,
217,1352,1227.0,1352,739.0,119.0,,,,46,209.0,1018.0,,,,2130.0,,,,,
218,1353,1667.0,1353,1001.0,1132.0,,,,48,1205.0,563.0,,,,26.0,,,,,
219,1361,1237.0,1361,1253.0,953.0,,,,49,492.0,187.0,,,,2032.0,,,,,
220,1362,547.0,1362,2104.0,773.0,,,,52,609.0,1204.0,,,,153.0,,,,,
221,1371,1359.0,1371,2012.0,2097.0,,,,63,305.0,760.0,,,,1549.0,,,,,
222,1372,1657.0,1372,911.0,160.0,,,,64,85.0,533.0,,,,1988.0,,,,,
223,1373,967.0,1373,1080.0,2.0,,,,73,1646.0,1355.0,,,,1477.0,,,,,
224,1380,1370.0,1380,620.0,91.0,,,,76,152.0,637.0,,,,1409.0,,,,,
225,1395,1649.0,1395,1895.0,2137.0,,,,86,2126.0,15.0,,,,739.0,,,,,
226,1412,1209.0,1412,411.0,1981.0,,,,103,1188.0,1999.0,,,,635.0,,,,,
227,1415,1652.0,1415,372.0,2039.0,,,,104,1144.0,1387.0,,,,1198.0,,,,,
228,1418,980.0,1418,1951.0,1443.0,,,,109,1510.0,1438.0,,,,638.0,,,,,
229,1427,1164.0,1427,1969.0,1808.0,,,,112,2030.0,110.0,,,,1487.0,,,,,
230,1430,327.0,1430,1586.0,1590.0,,,,115,1190.0,1848.0,,,,971.0,,,,,
231,1439,85.0,1439,1049.0,1446.0,,,,117,1620.0,1816.0,,,,700.0,,,,,
232,1442,424.0,1442,55.0,1199.0,,,,127,924.0,2136.0,,,,1383.0,,,,,
233,1443,1180.0,1443,1926.0,1601.0,,,,132,129.0,1254.0,,,,280.0,,,,,
234,1445,1693.0,1445,1366.0,2080.0,,,,149,1547.0,1693.0,,,,1324.0,,,,,
235,1446,751.0,1446,225.0,,,,,150,2073.0,279.0,,,,1994.0,,,,,
236,1450,1559.0,1450,109.0,,,,,151,986.0,,,,,,,,,,
237,1455,1473.0,1455,1877.0,,,,,153,358.0,,,,,,,,,,
238,1468,1681.0,1468,1484.0,,,,,161,1386.0,,,,,,,,,,
239,1474,1183.0,1474,1441.0,,,,,163,393.0,,,,,,,,,,
240,1480,2006.0,1480,383.0,,,,,164,133.0,,,,,,,,,,
241,1489,737.0,1489,1677.0,,,,,171,1515.0,,,,,,,,,,
242,1492,2102.0,1492,127.0,,,,,177,1761.0,,,,,,,,,,
243,1497,1226.0,1497,1959.0,,,,,180,311.0,,,,,,,,,,
244,1499,273.0,1499,1023.0,,,,,189,879.0,,,,,,,,,,
245,1509,313.0,1509,863.0,,,,,192,1993.0,,,,,,,,,,
246,1514,400.0,1514,1911.0,,,,,200,286.0,,,,,,,,,,
247,1519,1452.0,1519,293.0,,,,,202,2086.0,,,,,,,,,,
248,1523,950.0,1523,38.0,,,,,204,672.0,,,,,,,,,,
249,1524,2103.0,1524,210.0,,,,,210,1017.0,,,,,,,,,,
250,1526,1315.0,1526,1824.0,,,,,213,1096.0,,,,,,,,,,
